"","Protection","Base","Cap","Fusion","GP1/2","GP1/Core","GP1/Head","HR2","Mucin","Unknown","Neut_VSV","unNeutFrac","Neut_micro","Neut_dVP30","GP_EC50","sGP_EC50","human","mouse","IgG2a","IgG2b","IgG3","Human-IgG1","Mouse-IgG1","P1","P2","R1","R10","R11","R12","R2","R3","R4","R5","R6","R7","R8","R9","All","BDBV & RESTV","BDBV & SUDV","BDBV only","BDBV, SUDV, RESTV ","Marburg only","None","RESTV only","SUDV & RESTV","SUDV only","Polyfunctionality","huADCP","mADCP","CD107a","IFNg","MIP.1b","huADNP","mADNP","sGP_huADCP","sGP_huADNP","Total_G0","Total_G1","Total_G2","Total_Fucose","Total_Bisecting","Total_mono_SA","Total_SA","G0","G0F","G0FB","G1","G1.","G1F","G1F.","G1S1F","G1FB","G2F","G2FB","G2S1","G2S1F","G2S1B","G2S1FB","Escape Region: 10","Escape Region: 28","Escape Region: 48","Escape Region: Base","Escape Region: Cap","Escape Region: Fusion Loop","Escape Region: GP1 Core","Escape Region: Mucin","No Escape Mutants","Binding","No binding","Not done","Weak binding only","sGP.binderTRUE"
"53",0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1000,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17.78,42.48,10.76,5.95,19.23,4.93,43.84,110.45,24.95,22.89,56.84,20.27,98.25,3.45,11.41,11.41,0.17,20.11,2.61,0.15,0.85,4.63,50.18,0.92,0.12,9.72,0.06,0.05,9.77,0.52,0.14,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"54",0,0,0,0,0,0,0,0,1,0,0,0,0.34,0,5.17,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,43.75,74.91,10.06,5.33,18.72,32.57,58.1,127.64,22.32,14.11,65.64,20.25,97.31,2.97,7.6,7.6,0.27,11.68,2.17,0.52,1.18,3.25,59.56,1.01,0.12,13.66,0.01,0.28,5.63,0.44,0.24,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"55",0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.11,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.92,34.72,10.83,4.8,17.95,9.23,35.84,147.92,21.92,13.95,54.95,31.1,98.99,0.55,14.8,14.8,0.15,13.69,0.11,0.1,0.67,10.73,41.39,2.05,0,18.14,0.22,0.08,12.45,0.02,0.19,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"56",0.5,0,1,0,0,0,0,0,0,0,0,0,0.01,0,32.07,5.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,38.85,73.53,10.36,4.69,17.11,24.34,64.54,283.38,22.04,8.56,72.53,18.91,97.88,2.03,4.22,4.22,0.41,7.53,0.63,0.1,1.08,4.55,66.43,0.16,0.22,14.26,0.58,0.29,3.16,0.24,0.36,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"57",0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,14.95,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,30.28,80.33,10.01,5.94,16.95,31.95,66.41,114.43,25.32,32.62,50.96,16.43,98.63,1.71,12.14,12.14,0.23,31.08,1.3,0.58,0.34,4.51,44.54,0.83,0.17,5.1,0.02,0.06,11.02,0.15,0.07,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"58",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,4.29,3.72,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,29.14,75.43,9.88,6.66,18.36,35.06,46.37,259.74,24.61,10.57,71.05,18.37,98.88,1.06,4.09,4.09,0.12,10.09,0.36,0.09,0.71,5.62,64.24,0.29,0.1,14.53,0.05,0.07,3.18,0.14,0.41,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"59",0.1,0,1,0,0,0,0,0,0,0,0,0,0.16,0,5.11,6.05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,34.7,71.03,10.6,6.9,18.97,30.25,41.28,264.28,25.31,35.86,50.45,13.69,97.96,1.57,5.06,5.06,0.87,34.76,0.22,0.02,0.56,7.78,39.9,2.14,0.05,9.97,0.81,0.2,2.23,0.38,0.11,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"60",0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,13.51,69.82,10.97,5.42,18.06,25.46,52.44,135.78,21.48,19.9,59.37,20.73,98.64,0.48,7.08,7.08,0.24,19.55,0.11,0.07,0.61,10.66,46.15,1.74,0.14,15.36,0.03,0.26,4.88,0.17,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"61",0.4,0,1,0,0,0,0,0,0,0,0,0,0.29,0,2.53,1.63,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,40.98,66.38,10.5,6.28,18.23,25.09,63.62,298.78,26.96,10.06,48.45,41.49,94.85,8.33,32.87,32.87,0.22,9.43,0.41,3.46,0.75,4.56,32.46,6.96,0.26,8.3,7.28,0.61,24.93,0.11,0.27,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"62",0,0,1,0,0,0,0,0,0,0,0,0,0.21,0,8.36,7.55,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,38.68,69.69,10.16,6.74,17.22,20.16,48.49,304.76,26.24,29.51,59.24,11.25,98.7,0.19,3.38,3.38,0.09,29.35,0.07,0.74,0.38,5.57,51.48,1.02,0.04,8.87,0.02,0.07,2.23,0.01,0.05,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"63",0,0,0,0,0,1,0,0,0,0,0,0,0,0,118.1,11.33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,26.02,37.97,4.1,0,11.11,19.18,31.42,298.45,51.36,66.25,29.66,4.09,91.85,2.6,12.43,12.43,6.26,59.64,0.35,0.29,0.05,3.9,14.38,10.68,0.36,1.98,0.37,0.22,0,1.33,0.19,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"66",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.31,38.03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,36.87,47.83,4.56,0,12.57,42.76,41.76,296.8,40.25,65.02,18.83,16.14,95.89,1.23,17.65,17.65,1.69,63.12,0.22,0.49,0.7,3.78,10,3.79,0.06,2.06,0.22,0.83,12.31,0.4,0.33,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"67",0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.97,0.87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,31.5,36.56,10.8,7.7,21.91,26.3,39.15,266.01,32.62,62.46,31.82,5.72,93.3,1.35,5.21,5.21,5.19,57.02,0.26,0.12,0.44,4.38,22.39,4.08,0.43,4.43,0.15,0.62,0,0.33,0.18,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"68",0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.89,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,33.01,43.87,9.31,7.42,19.37,36.08,36,163.7,28.55,66.7,23.75,9.55,96.94,2.09,8.25,8.25,0.07,65.93,0.69,0.28,0.29,8.09,13.12,1.4,0.57,2.68,0.02,1.92,4.12,0.5,0.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"69",0,0,0,0,0,0,0,0,0,1,0,0,0.11,0,6.82,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,27.12,48.9,10.43,7.92,17.32,19.82,37.73,147.64,23.85,40.58,26.34,33.08,94.16,6.48,26.32,26.32,0.08,39.27,1.23,1.34,2.25,6.82,13.51,1.52,0.92,6.58,1.69,2.11,20.05,0.08,2.56,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"70",0,0,0,0,0,0,0,0,1,0,0,0,0.06,0,0.89,1000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,38.91,103.86,22.79,16.88,35.71,118.98,60.77,141.41,22.08,55.99,30.79,13.22,96.95,1.46,9.62,9.62,0.92,55.04,0.03,0.12,0.49,6.85,22.29,0.4,0.64,3.95,0.04,1,7.46,0.52,0.24,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"71",0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.59,0.39,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,31.65,45.2,10.16,6.23,16.49,17.73,39.38,331.8,44.73,64.43,24.77,10.8,84.12,0.86,7.19,7.19,14.26,50.15,0.02,0.4,0.43,6.03,17.66,0.06,0.19,3.58,0.09,0.44,6.12,0.34,0.22,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"72",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.58,32.79,10.14,6.28,15.81,8.03,37.5,129.41,24.65,25.4,44.72,29.88,98.4,0.68,19.25,19.25,0.01,25.3,0.08,0.14,1.35,10.4,27.97,4.79,0.07,15.07,0.36,0.04,14.25,0.06,0.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"73",0.2,0,1,0,0,0,0,0,0,0,0,0.25,0.38,0,7.53,12.32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.04,34.1,10.74,6.92,16.21,6.71,34.29,214.22,21.88,53.9,35.07,11.02,98.25,1.21,7.96,7.96,0,53.16,0.75,0.47,1.24,17.71,14.08,1.48,0.09,4.45,0.1,0.01,6.19,0.03,0.25,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"74",0.1,0,0,0,0,1,0,0,0,0,0,0,0.02,0,5,4.26,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.95,46.97,10.26,6.93,15.94,6.41,37.63,209.75,25.81,56.81,25.96,17.22,97.25,1.56,25.54,25.54,0.05,55.75,1.01,0.73,1.41,7.2,6.6,9.94,0.09,1.49,0.13,0.21,15.05,0.34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"75",0.7,0,0,1,0,0,0,0,0,0,0.998,0.999,1,0.999,13.77,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,25.11,51.36,10.1,8.46,19.71,8.04,43.73,195.65,24.46,19.14,49.88,30.98,94.74,1.91,26.81,26.81,0.01,18.8,0.33,0.32,4.21,12.84,23.91,8.55,0.05,11.82,0.9,0.11,17.52,0.61,0.01,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"76",0.5,1,0,0,0,0,0,0,0,0,0.9983,0.994,0.99,0.999,29.91,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,51.68,21.8,21,17.68,32.74,70.34,33.31,135.21,23.46,79.83,8.28,11.89,20.64,3.17,3.02,3.02,75.99,3.82,0.02,1.02,0.76,0.46,4.98,0.66,0.4,7.91,1.62,1.23,0,0.36,0.77,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"78",0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.69,28.94,11.51,7.67,14.74,6.68,25.61,196.92,23.1,42.82,46.23,10.95,84.81,1.18,5.17,5.17,12.95,29.64,0.24,0.09,1.59,6.82,32.77,4.5,0.46,10.2,0.08,0.27,0,0.3,0.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"79",0.7,1,0,0,0,0,0,0,0,0,0.97,0.8,0.78,0,32.57,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,44.82,56.06,33.72,27.86,43.47,33.32,32.23,156.59,33.99,86.97,5.36,7.67,11.09,3.74,9.69,9.69,84.27,2.52,0.18,0.1,0.58,0.3,0.24,4,0.14,1.85,0.12,1.51,0.89,2.44,0.85,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"80",1,1,0,0,0,0,0,0,0,0,0.9925,0.997,0.99,0.93,57.39,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,64.86,33.17,29.28,23.2,39.73,56.63,41.15,322.3,40.48,89.36,3.4,7.23,13.19,1.19,4.47,4.47,83.91,5.1,0.36,0.29,1.24,0.02,0.02,1.76,0.07,4.45,0.07,0.81,1.21,0.56,0.12,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"81",0.3,0,1,0,0,0,0,0,0,0,0,0,0.49,0,1.26,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,31.97,44.53,10.08,6.8,16.09,17.69,46.54,179.7,22.46,10.26,58.02,31.73,95.16,1.51,7.94,7.94,2.5,7.36,0.4,0.44,1.1,4.99,50.47,0.66,0.37,24.36,0.09,0.56,6.07,0.25,0.4,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"82",0.6,0,1,0,0,0,0,0,0,0,0.975,0.995,0.99,0.99,10.48,2.47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,61.35,36.57,10.75,7.21,20.1,27.47,55.36,300.27,42.36,30.24,51.24,18.52,98.35,4.29,2.4,2.4,0.37,28.75,1.13,0.03,0.32,14.71,33.99,0.2,1.99,15.65,0.67,0.69,1.02,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"83",0.5,0,0,0,0,1,0,0,0,0,0.99,0.98,0.97,0,1.75,1.94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,58.62,53.36,13.53,7.2,22.26,44.56,59.2,302.45,38.78,47.72,42.24,10.04,98.15,3.74,3.46,3.46,0.25,45.97,1.49,0.26,0.68,10.15,29.24,0.41,1.5,6.77,0.22,0.5,2.02,0.16,0.36,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"84",0.2,0,0,0,0,1,0,0,0,0,0,0,0.41,0,3.34,95.54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,38.43,37.87,11.62,6,16.14,22.68,34.34,218.52,29.69,18.76,51.47,29.77,96.93,7.47,10.92,10.92,0.87,17.26,0.62,0.35,0.05,10.95,37.12,0.39,2.6,18.23,1.02,0.84,6.47,0.96,2.26,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"85",0.3,0,0,0,0,1,0,0,0,0,0,0,0.28,0,13.71,3.23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,54.29,33.65,12.93,5.96,19.27,43.5,55.43,293.84,38.51,23.16,52.1,24.73,97.09,2.45,2.22,2.22,1.48,21.63,0.06,0.49,0.21,15.2,34.74,0.13,1.33,22.26,0.38,0.36,1.05,0.36,0.31,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"86",0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,2.29,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,42.6,41.67,39.5,34.61,65.28,26.96,59.63,142.63,22.74,21,39.76,39.24,94.82,7.04,5.6,5.6,1.67,18.47,0.86,0.7,0.81,9.78,25.6,0.34,2.53,33.3,0.69,0.95,1.33,1.05,1.92,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"87",0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,52.89,62.03,69.5,61.16,103.26,37.94,63.31,113.23,27.35,13.56,43.92,42.53,90.79,8.51,12.15,12.15,1.65,10.3,1.61,0.24,0.48,12.92,27.22,0.14,2.93,30.3,0.22,4.09,4.17,2.76,0.99,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"88",0.1,0,1,0,0,0,0,0,0,0,0,0,0.57,0,131.1,6.18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,40.86,41.04,11.79,5.87,20.46,26.9,35.79,279,41.31,32.24,47.56,20.19,94.25,5.21,0.64,0.64,4.01,26.07,2.16,0.89,0.81,18.75,24.85,0.01,2.24,19.22,0.35,0.01,0.16,0.02,0.43,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"89",0,0,0,0,0,0,0,0,0,1,0,0,0.05,0,1000,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22.46,33.53,10.31,6.12,18.63,23.67,34.96,208.47,29.91,17.39,47.78,34.84,95.32,5.37,2.3,2.3,2.04,14.1,1.25,1.21,0.49,15.04,27.89,0.11,3.03,32.14,0.51,0.74,0.87,0.19,0.39,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"90",0.3,0,1,0,0,0,0,0,0,0,0,0,0.22,0,25.35,2.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,44.32,51.04,9.67,6.39,17.83,27.59,57.46,300.7,31.61,33.48,47.49,19.03,94.93,5.17,4.55,4.55,1.62,31.2,0.66,0.38,0.84,16.74,26.63,0.61,2.29,14.67,0.42,1.48,0.66,0.75,1.05,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"91",0.7,0,1,0,0,0,0,0,0,0,0.87,0.99,0.99,0.95,6.35,1.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,50.36,62.45,11.31,6.72,19.24,26.33,55.88,297.11,39.9,43.58,47.84,8.58,97.93,2.72,2.32,2.32,0.39,42.14,1.05,0.09,0.62,14.45,31.85,0.17,0.66,6.13,0.29,0.82,0.62,0.16,0.56,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"92",0.2,0,0,0,0,0,0,0,0,1,0.94,0.8,0.79,0,13.42,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,53.82,62.79,12.06,6.05,19.68,24.47,48.37,118.1,27.8,39.17,47.42,13.41,94.57,3.87,1.99,1.99,3.35,35,0.82,0.52,0.7,18.34,25.52,0.14,2.2,11.13,0.43,0.65,0.78,0.21,0.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"93",0.1,0,1,0,0,0,0,0,0,0,0,0,0.03,0,4.8,2.88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,46.64,44.6,15.75,10.27,23.28,29.3,54.58,248.07,46.92,53.14,21.36,25.5,96.66,1.5,16.91,16.91,0,52.4,0.74,0.24,2.63,5.98,11.77,0.34,0.41,8.82,0.1,0.36,15.97,0.11,0.14,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"94",1,0,0,0,0,0,1,0,0,0,0.96,0.99,0.94,0.92,1.75,0.88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,36.67,41.02,8.12,6.21,18.34,23.77,50.07,282.62,34.98,43,32.68,24.32,97.87,2.7,13.37,13.37,0,42.32,0.68,0.36,0.65,7.74,22.52,0.66,0.75,11.38,0.23,0.46,11.22,0.66,0.37,0,0,0,0,0,0,0,1,0,0,0,1,0,1
