"","Protection","Base","Cap","Fusion","GP1/2","GP1/Core","GP1/Head","HR2","Mucin","Unknown","Neut_VSV","unNeutFrac","Neut_micro","Neut_dVP30","GP_EC50","sGP_EC50","human","mouse","IgG2a","IgG2b","IgG3","HumanIgG1","MouseIgG1","P1","P2","R1","R10","R11","R12","R2","R3","R4","R5","R6","R7","R8","R9","All","BDBV & RESTV","BDBV & SUDV","BDBV only","BDBV, SUDV, RESTV ","Marburg only","None","RESTV only","SUDV & RESTV","SUDV only","Polyfunctionality","huADCP","mADCP","CD107a","IFNg","MIP.1b","huADNP","mADNP","sGP_huADCP","sGP_huADNP","Total_G0","Total_G1","Total_G2","Total_Fucose","Total_Bisecting","Total_mono_SA","Total_SA","G0","G0F","G0FB","G1","G1.","G1F","G1F.","G1S1F","G1FB","G2F","G2FB","G2S1","G2S1F","G2S1B","G2S1FB","Escape Region: 10","Escape Region: 28","Escape Region: 48","Escape Region: Base","Escape Region: Cap","Escape Region: Fusion Loop","Escape Region: GP1 Core","Escape Region: Mucin","No Escape Mutants","Binding","No binding","Not done","Weak binding only","sGP.binderFALSE","sGP.binderTRUE","Epitope_TierTier1","Epitope_TierTier2","Epitope_TierTier3","Epitope_TierTierUnknown"
"G0F",0.289527309842392,NA,NA,NA,NA,NA,NA,NA,-0.212516891691577,NA,0.214970518906471,0.252668195534165,NA,0.253994684546212,NA,-0.20824639669874,0.388597393986817,-0.388597393986817,-0.261858496137536,-0.253004798700656,NA,0.379120483299006,NA,NA,NA,NA,NA,NA,0.463532354322285,NA,NA,-0.314524296653547,NA,NA,-0.211234321136649,NA,NA,NA,NA,NA,NA,NA,NA,-0.331940506823,NA,NA,NA,NA,NA,NA,-0.248000211288991,NA,-0.210340051927827,NA,-0.26499976810459,NA,0.214518069805672,0.794185358916318,-0.693082508872887,-0.536132871002409,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.590354181589566,NA,NA,-0.698026307316059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433930526062179,NA,-0.441809808560623,NA,NA,NA,NA,NA,NA,NA
"G0FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211520268947984,-0.211520268947984,NA,-0.294020767398454,NA,0.224921702871096,NA,0.262555737801552,0.28215565698805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704403719336711,NA,NA,NA,NA,1,0.278940673259004,NA,NA,NA,NA,0.243415833364677,NA,NA,NA,NA,NA,0.381011780002029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341168748368706,NA,-0.354935648560022,NA,NA,NA,NA,NA,NA,NA
"G1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530324549949351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244853190942768,NA,NA,0.262309406620652,0.218262585235042,NA,0.226598540966367,NA,NA,NA,NA,NA,NA,-0.35538199458504,0.284603672126087,NA,NA,-0.323854856483731,NA,0.278940673259004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244156578921321,0.247483303103541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219271538434975,NA,NA,NA,NA,NA,NA,NA
"G1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.235159861884285,0.235159861884285,NA,NA,NA,-0.237350312785945,NA,NA,-0.351610045357575,NA,NA,NA,NA,0.209103519595922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.235680437163675,NA,NA,NA,NA,NA,NA,NA,NA,-0.226155804156829,NA,0.290678019439458,0.290678019439458,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.34960210212807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1F",NA,NA,NA,NA,NA,NA,NA,NA,-0.211561969105291,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.500091956465509,NA,NA,NA,0.377024087799755,NA,0.302996527181538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262119445902476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320547052201577,-0.297492424723,NA,NA,NA,NA,NA,NA,NA,-0.309882344615884,0.295365417528965,NA,NA,0.22109922842025,-0.268838648628977,-0.268838648628977,-0.362913779085794,NA,NA,NA,NA,1,NA,NA,NA,0.474090268741989,0.297916779951701,NA,-0.232137634808339,NA,0.219537025091729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1F.",-0.221724968753795,NA,NA,NA,NA,NA,NA,NA,0.214621019332087,NA,-0.2744259652064,-0.286763907077065,NA,-0.266031760812125,NA,NA,-0.42543729076883,0.42543729076883,0.539569077135482,0.241954014389593,NA,-0.415233229869934,-0.221698539577441,NA,NA,NA,NA,NA,-0.385987344719166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.213745433385037,NA,NA,NA,0.297808771093177,NA,NA,NA,NA,NA,0.307083038365662,NA,NA,NA,NA,0.392857879033048,NA,-0.269662798307679,-0.79246289356209,0.888488798508771,0.270954501447149,0.283657293060111,NA,-0.349268689234504,-0.349268689234504,NA,-0.590354181589566,NA,NA,NA,NA,1,NA,NA,0.592057561744277,NA,-0.246135918430864,-0.213095260344048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.243095044370423,NA,0.212841666742075,NA,NA,NA,NA,NA,NA,NA
"G1S1F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.484533753796703,0.484533753796703,NA,NA,NA,-0.482542467610256,0.472305961282328,NA,NA,0.211380351242192,NA,NA,-0.234602337186307,NA,NA,NA,0.260945173510361,0.277933143493965,-0.256905309763779,NA,NA,NA,NA,NA,NA,NA,NA,0.231807988312913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513566651134452,0.513566651134452,NA,NA,NA,NA,NA,NA,NA,1,-0.434900354779128,NA,NA,NA,0.263675115089312,NA,NA,NA,NA,NA,0.220854431101607,NA,NA,NA,NA,NA,-0.240612213078222,NA,0.27235718537646,NA,NA,NA,NA,NA,NA,NA
"G1FB",NA,NA,NA,NA,NA,0.259161187945092,NA,NA,-0.248718660283177,NA,NA,NA,NA,NA,NA,NA,0.519290844451446,-0.519290844451446,-0.259367309855984,NA,NA,0.52025281972627,-0.29023554434583,0.348209405258808,-0.251588490978752,NA,NA,NA,NA,NA,NA,NA,NA,-0.215617095898385,0.365331364930588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535671288962661,NA,NA,0.372691926924796,NA,0.243415833364677,NA,NA,NA,NA,-0.434900354779128,1,NA,0.343721968095865,0.349371561097801,NA,NA,0.24633153700752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.277160385252209,NA,NA,NA
"G2F",-0.219483661705021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.260298935358138,-0.265477753370569,-0.257339145186507,-0.254029990023924,NA,NA,NA,NA,NA,0.26812761546271,NA,NA,NA,NA,NA,NA,NA,NA,-0.398152293680925,NA,NA,NA,NA,NA,0.315202025726617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.813075310714115,0.67392585655497,0.659498498795694,NA,NA,-0.295680791335546,-0.295680791335546,NA,-0.698026307316059,NA,NA,NA,0.474090268741989,0.592057561744277,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G2FB",NA,NA,NA,NA,NA,NA,NA,NA,-0.210295997567491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253211617661981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225891733809108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223274517248942,NA,-0.210998049967475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415115702059264,NA,NA,NA,NA,NA,NA,NA,0.297916779951701,NA,NA,0.343721968095865,NA,1,NA,NA,NA,0.256381028386459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G2S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449244764406451,-0.449244764406451,-0.259047122361119,NA,NA,0.427573813920099,-0.24984630701345,NA,NA,-0.218663345265217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306740199703935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279119419845901,-0.355337136314721,NA,-0.685347810866594,0.440176677449135,NA,NA,0.388217539536492,NA,NA,NA,NA,NA,-0.246135918430864,NA,0.349371561097801,NA,NA,1,-0.23771814731248,0.432854862097261,0.33510717152104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G2S1F",-0.224279801639242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.398255835715679,0.398255835715679,NA,NA,NA,-0.390401569339177,0.213666662200544,NA,-0.426376893504934,0.237960006962826,NA,NA,0.265219528262739,NA,NA,NA,NA,NA,-0.247542611926711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288964065513791,-0.233029221414141,NA,-0.286959731359213,-0.260858671547772,-0.304532029541514,-0.266606544706964,NA,-0.243251147263345,NA,NA,NA,0.433610236501856,0.247915150188598,-0.229835338193783,0.823174137141886,0.823174137141886,NA,NA,NA,NA,0.34960210212807,-0.232137634808339,-0.213095260344048,0.263675115089312,NA,NA,NA,-0.23771814731248,1,NA,-0.370045881752679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G2S1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284850515463331,-0.284850515463331,NA,NA,NA,0.299967989755015,NA,NA,0.274340257678117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334688429698475,NA,NA,0.279867364624274,0.305312548555078,0.305730221582436,0.214997840496516,NA,NA,NA,0.21397905650279,-0.258532841948107,NA,-0.566590241528706,0.413536739672809,NA,NA,NA,NA,NA,0.244156578921321,NA,NA,NA,NA,NA,NA,NA,0.432854862097261,NA,1,0.276072125417362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G2S1FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401236324243108,-0.401236324243108,-0.214933941080382,NA,NA,0.413523737664732,NA,NA,0.37918465785605,-0.208341116248859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25724698109869,NA,NA,NA,0.211726848215826,NA,NA,NA,NA,0.212734076295976,NA,NA,NA,-0.254651092752064,0.659949612995598,-0.258625957778033,-0.258625957778033,NA,NA,0.381011780002029,0.247483303103541,NA,0.219537025091729,NA,NA,0.24633153700752,NA,0.256381028386459,0.33510717152104,-0.370045881752679,0.276072125417362,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220375939127688,NA,-0.283091575099956,NA,NA,NA,NA,NA,NA,NA
"Escape Region: 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233064657860567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217510136168354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.327034970083864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escape Region: 28",NA,NA,0.229675842495908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226979057611521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.401753688004185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escape Region: 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247071197647211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,-0.230551060802454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escape Region: Base",NA,NA,NA,0.289641818370529,NA,NA,NA,NA,NA,NA,0.27707491968463,0.2732026206446,NA,0.307589874654135,0.233607040183244,NA,-0.217328265555479,0.217328265555479,NA,NA,NA,-0.214629835912849,0.368071474576943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236648116414078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.246352179420558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215012764052234,0.215012764052234,NA,NA,NA,NA,NA,NA,NA,0.220854431101607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.521853575904291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escape Region: Cap",NA,NA,NA,NA,NA,NA,0.274527695870997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274527695870997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-0.327034970083864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escape Region: Fusion Loop",NA,NA,NA,0.34601866374901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402052964602155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-0.230551060802454,NA,NA,NA,0.573861715987663,NA,NA,NA,NA,NA,NA
"Escape Region: GP1 Core",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274527695870997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34278069620209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.327034970083864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Escape Region: Mucin",NA,NA,NA,NA,NA,NA,0.402052964602155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325202027620381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.230551060802454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"No Escape Mutants",-0.211671666260744,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.470923639461275,-0.484554804642729,-0.357272606873525,-0.534806181519131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254222650466535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327034970083864,-0.401753688004185,-0.230551060802454,-0.521853575904291,-0.327034970083864,-0.230551060802454,-0.327034970083864,-0.230551060802454,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Binding",0.474154379942995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269330757574793,0.328933043985004,0.34339908202471,0.342938840875096,NA,-0.312639393743012,0.417259417340632,-0.417259417340632,-0.260399920832663,NA,NA,0.422942923583385,NA,0.218607122444218,0.537459065997968,NA,NA,NA,0.519609645480469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245329662815399,NA,NA,NA,NA,NA,NA,0.214108050395898,NA,NA,NA,NA,NA,NA,NA,NA,0.238397555590318,0.346586147547745,-0.296968794936967,-0.313704374670339,NA,0.209187068478848,-0.218287275415745,-0.218287275415745,-0.307031972395555,0.433930526062179,0.341168748368706,NA,NA,NA,-0.243095044370423,-0.240612213078222,NA,NA,NA,NA,NA,NA,0.220375939127688,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-0.895243317666257,NA,NA,NA,NA,NA,NA,NA
"No binding",NA,0.235240050956247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.209595272637559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.254067996434977,NA,NA,NA,NA,NA,NA,NA
"Not done",-0.50811732198812,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320734055257146,-0.376216868118319,-0.378352466695145,-0.386026222342722,NA,0.239078415012017,-0.443589327799652,0.443589327799652,0.296663585013925,NA,NA,-0.449995039149749,NA,NA,-0.598232633135406,0.227427282018419,NA,NA,-0.509492276548625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.275053067943529,NA,NA,0.232504765513096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.343660301993148,0.283463958087352,0.334763594813038,NA,-0.243150667587069,0.265531779676344,0.265531779676344,0.297596684992874,-0.441809808560623,-0.354935648560022,-0.219271538434975,NA,NA,0.212841666742075,0.27235718537646,NA,NA,NA,NA,NA,NA,-0.283091575099956,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.895243317666257,-0.254067996434977,1,-0.219357492322382,NA,NA,NA,NA,NA,NA
"Weak binding only",NA,NA,NA,0.391864198066678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458369770349309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27366883846866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573861715987663,NA,NA,NA,NA,NA,-0.219357492322382,1,NA,NA,NA,NA,NA,NA
"sGP.binderFALSE",NA,0.286609454142397,-0.566655545097817,0.212529216368426,0.286609454142397,-0.513849449203091,NA,0.212529216368426,0.349484999673674,0.369062185209653,NA,NA,NA,NA,NA,0.929319225098934,-0.226221138880338,0.226221138880338,NA,NA,NA,-0.237221782927668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.756063088875657,-0.488493828167746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-0.349749187153082,NA,0.369062185209653,0.369062185209653
"sGP.binderTRUE",NA,-0.286609454142397,0.566655545097817,-0.212529216368426,-0.286609454142397,0.513849449203091,NA,-0.212529216368426,-0.349484999673674,-0.369062185209653,NA,NA,NA,NA,NA,-0.929319225098934,0.226221138880338,-0.226221138880338,NA,NA,NA,0.237221782927668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756063088875657,0.488493828167746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,0.349749187153082,NA,-0.369062185209653,-0.369062185209653
"Epitope_TierTier1",NA,-0.253822320350522,0.701797598384113,NA,-0.253822320350522,-0.408525915990995,0.230065331396921,NA,0.439586982263858,-0.326842743146243,-0.214753829951549,NA,NA,NA,NA,-0.362960206812216,NA,NA,0.284407292833184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258878379795086,NA,NA,NA,0.310583471688455,0.420393881946779,0.336259671286258,NA,NA,NA,0.317216658069594,0.266637028804932,0.338151604920652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.277160385252209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349749187153082,0.349749187153082,1,-0.580054987958422,-0.326842743146243,-0.326842743146243
"Epitope_TierTier2",NA,0.437583204385299,-0.407081197479946,0.324480627487562,-0.209110557847842,0.704288256237316,NA,NA,-0.254984621703741,-0.269268156769843,0.319594022860259,0.313239767377588,0.224479117897285,0.313243922874869,NA,NA,NA,NA,-0.214669860903887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.233786375017132,NA,NA,NA,NA,NA,-0.300602468823869,NA,NA,NA,NA,-0.215759697793675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.580054987958422,1,-0.269268156769843,-0.269268156769843
"Epitope_TierTier3",NA,NA,-0.229377452189309,NA,0.776588514424969,NA,NA,0.575862889468599,NA,NA,NA,NA,NA,NA,NA,0.352166103508346,NA,NA,NA,NA,NA,NA,NA,0.27480836486889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249176171072446,NA,NA,0.244245294498751,NA,NA,NA,NA,NA,NA,NA,NA,-0.215591389701567,NA,NA,NA,NA,NA,NA,-0.24276626453706,-0.277841201246174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369062185209653,-0.369062185209653,-0.326842743146243,-0.269268156769843,1,NA
"Epitope_TierTierUnknown",NA,NA,-0.229377452189309,NA,NA,NA,NA,NA,NA,1,NA,NA,-0.307294147362776,NA,NA,0.332601319980105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267924341875621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369062185209653,-0.369062185209653,-0.326842743146243,-0.269268156769843,NA,1
